fromNode	toNode	weight	direction	fromAltName	toAltName
SLC25A47	AKR1C3	0.0789779512750945	undirected	SLC25A47	AKR1C3
SLC25A47	CISH	0.0716884288637173	undirected	SLC25A47	CISH
SLC25A47	ADCYAP1R1	0.0694667976578839	undirected	SLC25A47	ADCYAP1R1
SLC25A47	ARHGAP10	0.0746395697838933	undirected	SLC25A47	ARHGAP10
SLC25A47	CNDP1	0.0805061200823241	undirected	SLC25A47	CNDP1
SLC25A47	OIT3	0.0982014286788957	undirected	SLC25A47	OIT3
SLC25A47	C1RL	0.0754672327962133	undirected	SLC25A47	C1RL
SLC25A47	MASP1	0.0772565696506899	undirected	SLC25A47	MASP1
SLC25A47	CD1D	0.069947826029755	undirected	SLC25A47	CD1D
SLC25A47	ANGPTL6	0.0878173732598111	undirected	SLC25A47	ANGPTL6
SLC25A47	AVPI1	0.0738680646719744	undirected	SLC25A47	AVPI1
SLC25A47	SLC50A1	0.0709874562240364	undirected	SLC25A47	SLC50A1
SLC25A47	MPC1	0.0723816466411418	undirected	SLC25A47	MPC1
SLC25A47	LAGE3	0.0754875494507758	undirected	SLC25A47	LAGE3
SLC25A47	ILF2	0.106780112604222	undirected	SLC25A47	ILF2
SLC25A47	ADRA1A	0.0869363138368076	undirected	SLC25A47	ADRA1A
SLC25A47	FAM189B	0.0874950923121559	undirected	SLC25A47	FAM189B
SLC25A47	COLEC10	0.0876996793405528	undirected	SLC25A47	COLEC10
SLC25A47	CBX3	0.0785075954174499	undirected	SLC25A47	CBX3
SLC25A47	CCDC25	0.070433698888951	undirected	SLC25A47	CCDC25
SLC25A47	LILRB5	0.076442522195649	undirected	SLC25A47	LILRB5
